Eigvals,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.64869969,30.09297865,0.6740416421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Proportion explained,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.4990367238,0.4899882092,0.01097506701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Species,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mouse5A.FP28,-1.635417796,0.2153184028,0.000647239626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse3A.FP16,-0.2901354274,-0.2590989332,-0.114610463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse7A.FP40,0.4732080104,-0.8024487938,-0.1480075276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse1A.FP05,-0.1884380135,-0.2657774632,-0.03825317221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse3A.FP17,0.6003130276,-1.503562493,0.0704709223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse2A.FP11,-0.9003569855,0.9520524312,-0.09857029692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse3A.FP18,0.670611268,-1.955047573,0.1527583468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse4A.FP22,-1.451901868,-0.5331674899,0.3499556637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse4A.FP23,-1.368890813,-0.5672356371,0.2681001405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse6A.FP35,0.5411395221,-0.3409044217,-0.1171668172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse1A.FP06,-1.08223417,-0.1038516514,0.009416772283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse1A.FP04,-0.4072901566,-0.598605946,-0.1097175746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse2A.FP12,-0.6276974913,0.3766373711,-0.119324904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse2A.FP10,-0.9588998208,0.8935022531,-0.05168770575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse7A.FP42,-0.5037492715,0.2758700053,-0.08092104989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse7A.FP41,-0.6196548425,0.1256496488,-0.1181884004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse5A.FP29,0.3012593805,-1.077626076,0.1001283921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse6A.FP34,-0.3192849622,0.1758663994,0.02395266887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse6A.FP36,-0.8293274373,0.4872500323,0.06492289184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse5A.FP30,-0.6375947229,0.418869748,-0.1666346433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse4A.FP24,-1.270845633,-0.3308625094,0.1306859287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse10A.FP113,0.9283079094,-0.1944686744,-0.3055084135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse9A.FP102,2.250093579,0.8231959344,0.2993949443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse9A.FP101,1.775988496,1.514291723,0.2342955375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse10A.FP112,1.069262583,-2.160252511,-0.05948159378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse8A.FP90,0.3131826068,1.904864893,-0.07023070209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse10A.FP114,1.403339951,-0.9419236686,-0.1826258785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse8A.FP89,1.335947465,-0.05278344569,0.04241566643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse9A.FP100,1.188446948,1.891928289,0.02613388402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mouse8A.FP88,0.2406186639,1.632320157,0.007650143865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biplot,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site constraints,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,