feature	k__Bacteria.p__Firmicutes	k__Bacteria.p__Bacteroidota	k__Bacteria.p__Desulfobacterota	k__Bacteria.p__Cyanobacteria	k__Bacteria.p__Proteobacteria	k__Bacteria.p__Actinobacteriota	k__Bacteria.p__Verrucomicrobiota
IL17.DTT.115	4.56404945643065	5.24075465804478	-3.09665375622947	-0.611747106441469	-4.48294811734936	-2.87351020491526	1.26005507046012
IL17.DTT.116	4.82975159470017	4.49681519409255	-0.202080668825483	0.393788104105088	-5.38386421911757	-3.77442630668347	-0.359983698271292
IL17.DTT.117	4.84464616927162	4.43734039262906	-0.139470663379727	0.371354960386263	-5.68073420853815	-4.29443984741826	0.461303197049203
IL17.DTT.118	4.42269634169312	4.80773558077738	1.69124889656221	-5.62263793507125	-2.53159548171293	-2.67819895590481	-0.0892484463437275
IL17.DTT.119	4.1421958866993	6.368791433819	0.0204523502890859	-4.83936005407259	-4.83936005407259	-2.44146478127422	1.58874521861201
IL17.DTT.120	3.70691850401257	5.66422218144933	1.0152728226304	-5.12245423145583	-5.12245423145583	-1.29381283496674	1.1523077897861
IL17.DTT.127	3.36923065581357	3.49830185476573	-1.91203030910631	0.00834653794383425	-5.43839083372248	-1.36085338981676	1.83539548412242
IL17.DTT.128	5.40917042033199	4.48406391324349	0.501900131129104	0.27594363843828	-5.08534852727115	-3.13943837821583	-2.44629119765589
IL17.DTT.129	6.05809311216593	6.351644472019	1.65571992276244	-4.48416462946381	-4.48416462946381	-2.69240516023576	-2.40472308778398
IL17.DTT.130	4.85416649118544	4.50335818472683	0.419708911621474	-0.0259135183337549	-4.63441149441452	-3.16807442562109	-1.94883414916437
IL17.DTT.131	5.2992453789681	7.31293521366267	0.711831914569271	-3.60565619896704	-3.60565619896704	-3.60565619896704	-2.50704391029893
IL17.DTT.132	5.0916185023164	6.51837890196295	1.4091362785102	-4.43440813852116	-1.7953508089059	-2.35496659684132	-4.43440813852116
IL17.DTT.143	6.91909729513751	1.88642908551903	-3.19497527946543	-3.19497527946543	2.87576244853706	-3.19497527946543	-2.09636299079732
IL17.DTT.144	7.77753650736504	5.9713382052414	-2.74977494252129	-2.74977494252129	-2.74977494252129	-2.74977494252129	-2.74977494252129
IL17.DTT.139	4.37547294336093	6.49227611498838	0.0764144870322516	1.00566436354891	-4.44537409001679	-4.44537409001679	-3.0590797288969
IL17.DTT.140	4.43772490384726	6.31653804758433	0.136896535552121	1.53400181277623	-4.79035714960508	-4.79035714960508	-2.84444700054977
IL17.DTT.141	5.24076418852441	5.43073311271733	0.732917046902375	1.64431779348234	-5.17787959713815	-2.69297294735015	-5.17787959713815
IL17.DTT.142	8.38822758924433	2.45274369194308	-0.93503066938693	-2.13900347371287	-3.23761576238098	-3.23761576238098	-1.29170561332566
IL17.DTT.188	5.39276293355954	5.25682525116768	1.74406479247543	0.349067156227239	-4.61377747403267	-3.51516518536456	-4.61377747403267
IL17.DTT.189	5.11775531281646	4.9586158000216	1.15134743322578	-0.0286721300776669	-5.15857084500074	-3.77227648388085	-2.26819908710458
IL17.DTT.201	5.27845896222757	4.73453189207733	0.180118087712212	0.757075350684122	-5.09799657151831	-3.15208642246299	-2.70010129871993
IL17.DTT.202	8.39921604281026	2.87010672356362	-1.7886042293525	-3.17489859047239	-1.56546067803829	-3.17489859047239	-1.56546067803829
IL17.DTT.203	6.85741487129377	3.50208692329007	-0.304575566480249	-3.99345502059419	0.539144472559071	-3.99345502059419	-2.60716065947429
IL17.DTT.199	4.99481344815741	4.66835421509084	0.18084207257098	0.36870380974055	-4.82979322152528	-2.75035167984544	-2.63256864418906
IL17.DTT.200	5.23491288620673	4.90395540319058	0.343495480204856	0.298375044924386	-4.97462451363936	-3.02871436458405	-2.77739993630314
IL17.DTT.217	1.95986420449498	4.521845732291	-5.14674193323232	-2.74884666043395	2.23289021937723	-5.14674193323232	4.32773037073538
IL17.DTT.218	4.14712079960038	4.8770465718872	-0.954128515220351	-0.872450484206084	-2.0962259158282	-4.80427611693041	-0.297086339302522
IL17.DTT.219	5.17759433501604	5.44628442437846	-0.272195710108079	0.426748588136192	-4.72654300636159	-4.72654300636159	-1.32534562469943
IL17.DTT.220	5.17032043385402	4.75214755116939	0.157794738473814	-5.55593806703556	-0.00686198214033509	-5.55593806703556	1.03847539271422
IL17.DTT.221	3.05223681225521	4.82099118448372	-1.02932802332049	-5.4601448221638	1.0765467754275	-5.4601448221638	2.99984289548166
IL17.DTT.222	3.3286434052393	4.47177455030899	-0.157883267229502	-5.63015394090098	-0.35715438233723	-2.63442166734699	0.979195302266404
IL17.DTT.25	3.70745843106392	5.88832047868265	-4.55484251072352	0.060278006117735	-1.22263800054832	-4.55484251072352	0.676266106131062
IL17.DTT.26	4.31491919102525	4.48257530887732	-0.166467851751982	0.460635916490972	-5.74996416053368	-3.26505751074568	-0.0766408933621881
IL17.DTT.27	4.66072691076401	4.56956553346655	-0.53956653794963	0.82881689660373	-5.6694652528727	-3.1845586030847	-0.665518946927244
IL17.DTT.28	9.30380254738796	1.64211861558602	-2.54753612644041	-2.54753612644041	-2.54753612644041	-2.54753612644041	-0.755776657212351
IL17.DTT.29	8.23357628790101	2.35805370320701	-3.04911806825311	-3.04911806825311	0.506229993236304	-3.04911806825311	-1.950505779585
IL17.DTT.30	5.55508293439416	3.02763797239107	0.439413708575046	-3.45240658953558	1.33508515324647	-3.45240658953558	-3.45240658953558
IL17.DTT.105	4.22386702290823	4.76414178730608	0.850937047968144	-0.0436318607591755	-5.53256958691586	-4.43395729824775	0.171212887740339
IL17.DTT.106	5.72576433736304	5.45312827153096	1.30146221954092	-3.86902177549723	-3.86902177549723	-3.86902177549723	-0.873289501943238
IL17.DTT.103	4.56067573371507	5.18933401723491	0.333246307118776	-2.86542681043191	-4.2517211715518	-4.2517211715518	1.28561309546674
IL17.DTT.104	4.28764138756194	4.96326523095105	0.509527327310952	0.0810197250556334	-5.57497208576422	-4.18867772464433	-0.0778038604710173
IL17.DTT.53	5.64316795547895	4.79996583869006	0.701910222237724	-4.16562422821786	-4.16562422821786	-4.16562422821786	1.35182866824685
IL17.DTT.54	3.54065751874375	3.99939208182539	2.79834131437734	-3.13390387307067	-3.13390387307067	-3.13390387307067	-0.936679295734456
IL17.DTT.49	3.7160862514351	5.73953084657087	-1.82946314767029	-1.54178107521851	-4.87398558539371	-3.7753732967256	2.56498600700215
IL17.DTT.50	3.80300009110096	5.11252207253232	-0.561060890796134	-0.929431874498058	-5.70855536760959	-3.62911382592975	1.91263979520026
IL17.DTT.51	4.48471629841924	5.10711051487925	-0.562149097115142	-1.05858598342903	-5.64355346209961	-4.5449411734315	2.21740290277678
IL17.DTT.52	6.99305401636238	4.67573841645476	0.338676231379436	-4.62416839888047	-4.62416839888047	-4.62416839888047	1.86503653244485
IL17.DTT.85	3.5918932471791	5.47023386920594	0.265060280805804	-1.20824545730372	-5.21557864253619	-2.65062928507465	-0.25273401227628
IL17.DTT.86	4.65668313846177	4.81044973688423	0.43501384257259	0.051821370073549	-5.37312864740785	-3.42721849835254	-1.15362094223175
IL17.DTT.87	4.32112969348875	4.65395471590003	0.57283488215213	-0.109884675245557	-5.59468160873621	-2.37580578386801	-1.46754722369112
IL17.DTT.88	6.87403427021442	5.2133829633335	1.67322228777973	-4.48375669780582	-4.48375669780582	-1.91880734034428	-2.87431878537172
IL17.DTT.89	4.71316592065937	5.09034238665453	0.133265616653307	-1.10557601332345	-4.5395632178086	0.247928524973446	-4.5395632178086
IL17.DTT.90	4.51500484952842	5.37642461923425	-0.0111508610360663	0.721046834395752	-5.43168586030835	-3.03379058750998	-2.13584899430402
TKO.DTT.1	2.9700849118888	2.34043497598158	-0.241155660879999	-1.49730272735961	-1.67084933753445	-2.25702439854222	0.355812236445898
TKO.DTT.2	2.23770578047021	4.45810867862622	-1.8503691687383	-1.47307493759683	-1.41750508644202	-5.02842299908624	3.07355773276695
TKO.DTT.3	3.99922473290433	3.97974031692029	-0.664262006346752	-0.586553022019436	-4.16076956781323	-3.06215727914512	0.494776825499926
TKO.DTT.4	4.93630901112605	3.70451608263073	-0.47017398817562	-2.74941171717267	-1.57669145635084	-2.45216019370474	-1.3923877383529
TKO.DTT.5	4.12295534429579	2.6902573255359	-1.40750604343498	-3.39538039158933	-0.538910185368844	-2.47908965971517	1.00767361027663
TKO.DTT.6	2.89205160067385	2.75958907711415	-0.971818232784196	-2.67048727894624	-0.251601730256033	-1.58868210859451	-0.169051327207029
TKO.DTT.43	3.09559291146275	4.59934819517455	-1.14623563922842	-0.537987902454961	-1.44169985212226	-6.00604804359009	1.43703033075842
TKO.DTT.44	5.04656867005465	4.71513378992516	0.837762870241754	0.965261457684233	-3.38593771319439	-4.23323557358159	-3.94555350112981
TKO.DTT.45	5.55849576456498	4.07071287404938	1.31511698525639	0.505182289281562	-3.22950670086367	-2.91105296974513	-5.3089482425435
TKO.DTT.46	7.53128906747086	3.39041755354248	-1.01528491681669	-3.50019156660469	0.594152995617413	-3.50019156660469	-3.50019156660469
TKO.DTT.47	6.02328086039576	2.25103702237151	-1.44263860400592	-1.3685306318522	1.16573291490589	-1.92814641978762	-4.70073514202741
TKO.DTT.48	4.72367142549653	3.2616038856392	0.603392433213543	-0.787278302506147	1.85926969883827	-4.8303295703407	-4.8303295703407
TKO.DTT.31	4.17084878659494	4.77165915704805	-0.394901702713395	-0.975460664494061	-0.975460664494061	-3.01853456200302	-3.57815034993844
TKO.DTT.32	5.1639726929431	4.57971861514866	1.21675636603165	-0.281709793576835	-2.73127707691953	-4.11757143803942	-3.82988936558764
TKO.DTT.33	5.41167946479465	4.19659921460593	1.2818288997236	-0.707461544961943	-2.09375590608183	-2.62783839201209	-5.46105173606831
TKO.DTT.34	6.07840367282896	3.35681263919922	0.0840839242536856	-1.59992268367792	0.20253207466688	-3.08799973910776	-5.03390988816307
TKO.DTT.35	5.560499147265	3.28279759662261	0.916659424899965	-4.93841249730246	1.18408031221192	-4.93841249730246	-1.06721148639457
TKO.DTT.36	3.60411498625135	3.38140461666364	-4.36316519269085	-4.36316519269085	2.4167567147814	-4.36316519269085	3.68721926037617
TKO.DTT.16	5.57639781626194	5.72747413818438	1.40533775370856	-4.45829342188954	-0.432941731154386	-4.45829342188954	-3.35968113322143
TKO.DTT.17	3.29344572736177	5.22242229555912	-0.841311986691713	-2.17777397406373	-1.07916168539562	-3.12223558290458	-1.29538479386525
TKO.DTT.18	3.5514751857063	5.97262933747769	0.455919022374041	-2.41103246131402	-0.342062219501484	-2.33098975364049	-4.89593911110203
TKO.DTT.22	6.54702410166252	6.1059698538457	0.32898855034007	-3.76535601188203	-1.6859144702022	-3.76535601188203	-3.76535601188203
TKO.DTT.23	3.8222968225836	6.3825839737366	0.354139285343343	-2.09686581276898	-0.761864746036636	-4.39945090576302	-3.30083861709491
TKO.DTT.24	3.14000435580772	6.19968648381229	0.2201567797786	-2.60715684215043	0.787351551360931	-2.83030039346464	-4.90974193514447
TKO.DTT.19	4.16186488705721	4.77544069789222	0.236973743009008	-0.908567977881086	-0.430712373352665	-3.82633870996536	-4.00866026675932
TKO.DTT.20	4.74439149751163	4.65595022611398	0.618373040304563	0.636818886095314	-3.36530595403002	-3.36530595403002	-3.92492174196544
TKO.DTT.21	4.66038475950251	4.3466811778777	0.0553238691044537	0.108527905167918	-2.85157719074292	-4.05554999506886	-2.2637905258408
TKO.DTT.58	5.33546293367298	5.37672592830257	1.46962674249921	-3.35548186385414	-1.38140083783213	-2.48001312650024	-4.96491977628824
TKO.DTT.59	4.25760815146437	6.42220401783762	0.181435363194939	-4.28447275545965	0.0462605848266863	-2.33856260640433	-4.28447275545965
TKO.DTT.60	3.65524839928867	6.01819910904711	0.817701780774118	-1.6212951677098	0.888929290062486	-4.87939170573129	-4.87939170573129
TKO.DTT.55	4.10727590301925	2.84281734548106	1.30773932609886	-0.467779936106387	0.291878725089124	-2.01944004787368	-6.06249131570823
TKO.DTT.56	4.56604533863619	4.41448423134701	1.90769150928695	0.134394102898627	-4.04918159305142	-3.26072423268715	-3.7127093564302
TKO.DTT.57	5.02806200236074	4.31657344985143	1.65199018316728	0.0681256697731754	-2.27168876498923	-3.1540779451877	-5.6389845949757
TKO.DTT.69	5.30679162973763	3.7253732299254	-0.0328760985074707	1.47671647895691	-2.79198147040997	-4.04474443890533	-3.63927933079717
TKO.DTT.70	8.07089162593224	2.0603505418793	-2.29207562301829	-3.3906879116864	-1.59892844245835	-3.3906879116864	0.541137721037922
TKO.DTT.71	6.65832673655267	2.20587391464545	-1.85024943475645	-2.90007155925513	0.442285322384091	-3.23654379587634	-1.31962118369428
TKO.DTT.72	5.17001019358346	2.78112757291111	-1.96235422887449	-0.10345545680881	1.91058138784561	-3.34864858999438	-4.44726087866249
TKO.DTT.78	4.19639575807548	3.12643676232244	-0.0549988771328851	-1.77614077914699	0.0231658957164513	-4.8671832325053	-0.647675527329196
TKO.DTT.73	2.98696918871328	3.5806329460365	-0.383068944958376	-0.174363595642563	-1.27297588431067	-5.21594369358824	0.478749983750081
TKO.DTT.74	4.51153648974177	4.13751700931734	-0.50978774222845	1.48399835487289	-2.81736037673353	-5.81309265028753	-0.992811084682489
TKO.DTT.75	4.19565567238763	3.85286763258007	0.0880176113819023	0.845113516542121	-3.88227430217022	-4.28773941027838	-0.811640720443111
TKO.DTT.76	6.68306323168636	2.4450352125841	-0.731976408185403	-1.71280566119713	-1.24280203195139	-4.42085586229934	-1.01965848063718
TKO.DTT.77	5.15773683437258	2.7939685717718	0.339792463074838	-3.80861932041754	0.809796092320574	-4.90723160908565	-0.385443032036607
TKO.DTT.87	5.37659071844821	4.42038543975182	0.766257825855532	0.683717871199304	-3.27327849987157	-3.78410412363756	-4.18956923174573
TKO.DTT.88	6.29309944478992	2.99524388323017	-0.591971917107268	-1.4172908707757	-0.37073494406364	-3.04870768992857	-3.8596379061449
TKO.DTT.89	6.69325293759075	2.96286485605602	-1.55221228640503	-1.91993706653035	0.95174255835366	-4.11716164386657	-3.01854935519846
TKO.DTT.90	5.97144241063614	4.18034923793468	-1.74746528209685	-3.5392247513249	2.21334788750073	-3.5392247513249	-3.5392247513249
TKO.DTT.91	3.95205469890526	4.95082219250201	0.0401936499111892	-0.805755592604721	0.603849847383617	-3.27197010938057	-5.46919468671679
TKO.DTT.92	4.89779696790026	5.64109267234362	1.31804600613817	1.21821254758249	-4.72458682754421	-4.72458682754421	-3.6259745388761
TKO.DTT.93	4.99500876510931	5.47453859371141	1.01707225143595	1.13651228829996	-4.57391472907491	-4.57391472907491	-3.4753024404068
TKO.DTT.94	6.84417875734812	3.83855781124096	0.752174957304803	-3.03201467661346	-0.952573134933622	-3.7251618571734	-3.7251618571734
TKO.DTT.95	6.65442062627316	4.42550386715036	-0.633524686962468	-3.40611340920225	-1.32667186752241	-3.40611340920225	-2.30750112053414
TKO.DTT.96	5.07986417001748	4.5147519535495	-2.10754100971917	-0.641203940925745	-0.4335645761475	-3.20615329838728	-3.20615329838728
TKO.DTT.103	3.92884090464468	4.44429482709783	-0.487297259657973	-0.536487503848745	-1.55441088126671	-5.31561099696027	-0.479329090008796
TKO.DTT.104	4.68329924943568	4.57347271363092	-0.742270069630973	0.708318642194315	-1.90542087943665	-4.90115315299064	-2.41624650320264
TKO.DTT.105	4.72962036194972	4.36454108601282	-0.590845733852953	0.875491334940474	-4.46204674476084	-4.46204674476084	-0.454713559528373
TKO.DTT.106	7.49304643275336	3.51024715091758	-3.24900811974612	-0.204485682022692	-1.0517835424099	-3.24900811974612	-3.24900811974612
TKO.DTT.107	6.24898643396549	3.4833354390117	-3.0358118489287	-1.64951748780881	-3.0358118489287	-3.0358118489287	1.02463116161772
TKO.DTT.108	4.48944070917674	4.09651495032131	-0.318484774838491	0.397135261573513	-5.20128669742486	-2.02323286707692	-1.4400865817313
TKO.DTT.109	3.69207628739814	5.71373094330951	-0.230379907415006	0.0724310466330746	-3.94395197411931	-4.63709915467926	-0.666807241127138
TKO.DTT.110	4.36163105227078	5.49775674283331	0.346475363073095	0.906761617007485	-5.01481680263633	-5.01481680263633	-1.082991169912
TKO.DTT.111	4.14195086323091	4.94856450620227	0.368078196283577	0.489439053287845	-5.55081565798957	-3.06590900820157	-1.33130795281346
TKO.DTT.112	7.66792518920967	3.41357473394537	-1.4266675742222	-1.60898913101616	-3.21842704345026	-3.21842704345026	-1.60898913101616
TKO.DTT.113	7.76120432824538	2.25785850236832	-2.57045523493398	-2.57045523493398	0.262758109122233	-2.57045523493398	-2.57045523493398
TKO.DTT.123	4.336445226744	4.20680401455682	-0.162202906908756	0.259709940408434	-6.15865499552778	-3.85606990253373	1.37396862326101
TKO.DTT.124	8.16186423654726	1.7148135839848	-1.95725875181276	-3.05587104048087	-3.05587104048087	-3.05587104048087	1.2481940527233
TKO.DTT.125	5.55578310576528	3.49217003321064	-1.57367468673467	-1.36782263253052	-5.12902274822408	-3.04958120654424	2.0721481350576
TKO.DTT.126	4.27165314360248	2.9150360823875	-1.05261489514517	-1.55986269756327	-4.19892002717853	-2.540691950575	2.16540034447199
TKO.DTT.127	4.47659125582208	6.2644945403577	0.322683765515414	-0.313305001204582	-4.1199674909749	-2.5105295785408	-4.1199674909749
TKO.DTT.128	4.52644271574902	4.88507298080671	1.06225760157749	0.84460856958092	-4.83214523268736	-3.04038576345931	-3.44585087156747
TKO.DTT.129	5.21032142998782	5.32251634489492	0.791954256102235	1.00648943287985	-4.84283534706701	-3.7442230583989	-3.7442230583989
TKO.DTT.130	5.48622583743204	4.28064142921176	1.01370830938978	-0.317709441504276	-2.75521385239769	-2.75521385239769	-4.95243842973391
TKO.DTT.131	5.30684325344919	4.35299974047946	0.768506617825508	-3.96769183056899	0.376113591284696	-3.96769183056899	-2.86907954190088
TKO.DTT.132	4.49101896059763	5.53469822529924	0.153395938652261	-3.92414150525346	0.494699102543139	-2.82552921658535	-3.92414150525346
TKO.DTT.139	2.725779077516	4.77542141197276	-2.08268681407648	-0.339174178387813	-4.30189029813148	-2.96688923139914	2.18944003250615
TKO.DTT.140	3.9701678210623	4.67606450601021	-0.710639779131409	1.06411077579532	-4.73599146986656	-3.88869360947935	-0.375018244390509
TKO.DTT.141	4.84154953816635	4.71256527664493	-0.789481509875379	1.47193138722905	-5.56860500298691	-3.95916709055281	-0.708792598625236
TKO.DTT.142	2.52481235998983	5.66440348995302	1.04416353752001	-3.22378413045616	-2.90533039933763	-2.818319022348	-0.285945835321073
TKO.DTT.143	2.63760615374605	5.51559151815872	-0.560296547741872	-2.58467831223868	-1.96563910383246	-3.83744128073405	0.794857572642296
TKO.DTT.144	2.88499901561379	4.01426585550244	-0.131996805876056	-1.51829116699595	-2.30324589680901	-4.46273014616239	1.51699914472717
TKO.DTT.154	5.0413335586233	2.67112149831624	-0.514417906284365	-1.48979755452853	-0.775144168747617	-1.40641594558948	-3.52667948178957
TKO.DTT.155	5.87234437592333	2.9979936201749	0.567109244806821	-4.06761974342281	-0.601883840623088	-0.70032391343634	-4.06761974342281
TKO.DTT.156	4.92130144375629	3.52283831013885	0.00734982129217602	-1.68642923957568	-1.14410494875031	-0.71565032241745	-4.90530506444388
TKO.DTT.151	3.54263157178065	5.1856819302364	-1.42938888618783	-0.767013364294634	-2.52800117485594	-1.02392377807966	-2.97998629859899
TKO.DTT.152	5.08597524939621	4.54034794655113	-0.0370918850472892	1.35819803898118	-5.14907967340383	-3.35732020417578	-2.44102947230162
TKO.DTT.153	4.99984149664055	4.20017867382552	-0.683174972912774	0.774977906976391	-4.31416044860781	-3.06139748011244	-1.91626517580944
