#OTU ID,SLCFP148,SLCFP164,SLCFP166,SLCFP163,SLCFP150,SLCFP167,SLCFP145,SLCFP165,SLCFP146,SLCFP147,SLCFP149
7af0894d365728994d20f8f22143f8e3,15,6,1,4,2,0,5,0,11,8,0
10fe28dfed336a54e53861839b30278a,336,0,0,0,8,0,52,0,416,284,0
5167710b7280856d9e512a4f58068687,5,0,0,0,9,0,5,0,0,0,0
58fde6dae459af7ec3ed3eea10b1c0cb,21,0,0,0,27,0,10,0,16,5,0
07a0081d4bc5233563d0269fc2c734d0,21,0,6,2,14,0,6,0,9,9,0
22e3c84507191b5a2af4b5a02a5a6340,0,0,2,0,9,0,0,0,0,0,3
3ceb74c21dfbf2d306d22d03dda4b5fe,280,0,0,0,151,0,69,0,340,202,4
f7040b791e2687141adc7be4ad81afd4,25,4,0,0,9,0,7,0,20,11,2
ea6907258313a99760f5785c8c64b8c4,31,0,0,2,13,0,13,7,30,26,0
32e49333696db544fb61eaf8a3921162,4,3,0,2,0,0,0,3,4,4,0
07f9cf5cd15f1e6c3b5f4c0b6b8addc4,70,56,2,52,6,0,47,49,54,45,2
3eeb6fa3850d5ab2864e37931dc1781b,42,46,5,33,0,19,74,24,21,26,0
c4bb856f00469484de24c5d7e0a221b6,72,2,2,2,0,0,9,11,59,51,0
26301b9eb98d7515f25102a00a078720,0,0,0,0,0,0,5,0,3,3,0
7c1aa4cebecf5121ff208d31b341894b,55,11,0,6,0,0,14,16,45,44,0
760550a12e577044cd1f0241dace691d,12,0,0,4,0,0,5,4,7,3,0
720832273d925b4115ed01c6d3df48eb,48,6,2,9,0,0,5,1,37,24,2
72cb656da17f65d184d9186ee5260f53,157,0,15,0,2,0,8,0,101,87,169
672f609119344a6b7dbf954d60b3950e,40,60,9,61,0,153,89,75,42,27,2
c2c7ac3e8c2acf2ceb1fbd66e9ff20d0,14,143,3,83,5,8,9,239,13,6,0
4fdd9f8b9aac094acd93155a17435a7f,0,9,0,19,14,0,4,10,10,3,0
b7e800ed490ab8e535a11f2bd8f6cacc,3703,263,16,64,1,8,449,773,4503,2390,19
62587ccd799d2de60a42127273c72d18,8,4,3,0,7,0,2,8,2,2,0
8a08e31995384f38ebb2f85a9c755462,203,97,0,145,18,0,206,56,239,121,2
8ab2d63ab937834abc3dc024afaa8368,19,10,0,0,0,0,18,2,27,19,0
78b75c16defa331498f30bd043ab6272,5085,1615,1640,2618,48,2274,25602,720,12382,3263,13037
97c8e72a012bb68cabfd5774c84f4a5f,0,0,0,0,3,3,0,0,0,3,2
6c10f09e23d7db98ef7055196830be0f,3074,4242,774,5583,21,2450,6342,1584,4040,1964,985
3df9c9d94f7444cf6271a4c61882ed75,986,165,162,188,23,266,1750,109,1001,654,1181
6bf0279c0db7498fc2f38f1e20694ead,369,3247,743,5168,8,1966,1860,1280,849,233,653
f078ab94d6e34e3e90666ad9a4c83721,72,0,20,0,0,0,17,0,66,70,159
717b8a70a7d3863e6c253f4a02855117,639,839,78,967,0,2087,867,570,761,403,141
bf4a9faf7765b386d8cbde37ecaab952,240,294,30,278,0,152,302,163,351,161,53
f5dac8ad7249ec9eef49ae66ee4b0911,99,24,18,35,3,9,160,25,125,91,152
b1ee74524037c241fb97944c3ca73cf8,178,444,50,763,0,493,306,276,174,100,65
664ad5dc4925894383623f26b86dc68c,1031,977,3550,1117,41,4006,1649,775,1852,508,5355
b98b97e7101ad5d9a215e9f7d6acab08,24,3,20,3,6,3,4,0,24,22,67
61331f68c9ebb4e7db1e755a4fd9f38f,23,11,14,4,0,7,8,13,40,14,8
a8ea32a71ccab9676e42945375ae6f74,1536,2,7,0,4,0,739,0,1124,1137,60
150d478c05efdb9ff36e5260c80c6f20,20,776,6,676,53,6,4,1037,14,18,3
2ae281bc9291a54c1a197f524528f0ba,13,32,32,21,0,9,2,51,17,13,14
6dc17bf564fbd3b7c589f9a73267cc1f,7,10,5,13,0,4,10,2,1,10,0
8be2c54a731b8f744934e22b09aecd2a,901,879,16,1065,0,6,333,1732,921,534,2
8a16fe13c1934a1043aac5a2260a6e00,7,9,0,11,0,2,8,12,11,3,0
fae29aaaca7cac529c2e5187ce8aeb45,440,37,19,50,2,0,255,35,331,239,92
a1b0b267e7b0a74b30da31a1dbfc5ff2,13,0,0,0,0,0,0,0,4,11,0
919326ee64b1e34344dadd7dce92b3ed,23,14,0,20,13,0,9,17,25,14,0
9c7b7a5b69dff6e0563949bb045e56e1,2663,3,22,3,9,4,820,2,2266,1809,15
e7757f8d990f0f91dcc43d7343d003ac,2,1,0,4,0,0,4,4,5,4,0
7c5d083fd226cf933c64069aabf60845,0,789,328,1022,0,780,3,373,0,0,0
af534089faae14037da5bc944e1062bf,0,3,0,1,0,0,0,9,0,0,0
d9b1abe0d5a28d2e71f73bd4c367ff05,0,41,0,52,0,0,0,58,0,0,0
d727291c9abb47ba09d6fba2de9836d0,10,2,6,3,3,9,4,2,9,5,38
6a0efe866edcb457cbf296d6f70a0e86,0,2,58,0,2,35,10,18,7,0,19
0162ef310d0ebbd4ad2edcd83d478a9c,2451,900,23,846,0,6,1776,990,1859,2416,14
24863836f21afcf371029a65f9dc613e,0,11,58,0,0,0,16,0,0,0,0
553a6cb665f188f9e1da63ceb5a1ac60,51,29,27,54,0,12,88,47,83,49,64
3b171983bb391cffd0d046137ee7d41f,408,198,7,195,5,0,172,179,131,285,3
5cbedcc7f13219f586242a026743cb09,3,0,5,0,0,0,32,0,17,5,19
a4b9c34fc4ac01755e54ac621dd23244,3,0,0,0,4,0,0,0,2,0,6
ff15c4f51c85270e7521f9694edaec61,0,0,0,2,4,3,0,0,0,0,0
6be7c1afdd690efab2c28453f0d304da,2,4,6,2,2,3,3,5,5,4,0
049e49112c893b717f0c7062d7d3489e,8,0,5,3,17,0,9,0,3,6,5
4a21bd45b5ff48f40bbcadf6930fc3ee,2,5,4,2,10,0,3,4,7,2,4
76214bb13d1e7d69ca2f7827e3ac12e2,3,6,3,0,8,6,6,3,4,7,2
40f29bc827ddfc03d7fb5b76fb311557,0,0,2,0,5,0,3,3,2,0,0
96c7cedbae877361d087a8b39206d408,2,3,3,2,8,9,7,2,4,5,3
22b9810ff65d4738386c7af9c5447322,0,0,4,1,0,3,0,4,1,0,2
7949a6531e3cad4e887c8d260cde3ac8,0,1,3,0,3,0,0,1,2,0,0
d71fe67e73a45e78b36ab2586bb5dcc8,3,2,3,0,8,0,0,0,2,2,2
b400719f5c1718b7025f0997a4e37540,0,3,0,0,3,0,0,4,0,0,0
18f3b811ae49dad2e01b20f5f39d10a7,2,0,0,0,6,2,0,0,2,0,3
b6ba7b52695ab879908dcb54a5966468,9,77,0,45,58,0,2,40,6,9,0
58d4d11ac63af0cc23a8e56a38767908,0,5,25,4,7,23,3,2,0,0,15
a55f549b9a40506a070a2fb7e8ca0726,2,2,0,0,6,0,7,0,6,3,3
4c7a029ea62e2e73e124d6b0e3cc082d,22,6,4,14,0,0,3,9,10,7,0
43c6b4b7d67b71ca2cba59db1b71e4ef,0,0,2,0,2,0,0,0,0,0,2
94a45fbb634a4ae23f34d8160d95c8b7,0,0,2,0,0,0,0,0,3,2,0
c52e2fe4480cde97ede9bd054d0e6b50,1598,33,0,32,24,0,205,37,1377,1075,0
de5c3f0b7c96b05b03568bbdbd3e4a80,17,14,0,18,28,0,7,15,14,9,0
7b5a9a466d6970735cb986d2e97b7d03,552,0,75,0,89,0,103,0,486,378,548
679cbbf00149c79e5b01cfd20a434f10,3,2,0,0,9,0,0,0,0,0,0
620f90511245f0f7e17e85f14064d5d5,5,53,0,73,42,0,2,66,6,1,0
10527898419f8ba7992583f086ac3411,36,0,0,0,1,0,11,2,51,24,0
b7ac11306bda8cd964d6e0ac0abf695e,0,0,9,3,0,5,3,1,0,0,10
078adee61a27c0b09155d2f8a79114e3,2,0,0,0,10,0,8,0,20,6,0
74fafaec802530941890c1f49dfbf3e4,2,3,0,0,1,0,3,0,0,0,0
25d3f4781a6f4cbde13477d5d508ce48,5,49,0,29,38,0,11,19,10,6,0
a23786caa7c120949ed8f63b4563e637,44,67,4,161,0,8,29,66,74,20,15
59352c508d1a907e57d4c4e103e5c905,0,0,0,1,0,0,1,2,0,2,1
bf1a4c1750d82338cbafd0d515b5c81f,0,66,0,58,0,0,0,76,0,0,0
3a81cd34e3edb8ef3e0c1fb4bc81e7b7,96,72,18,91,4,12,57,48,140,73,60
ac5101eacdec4418377844bcf559b674,62,183,7,190,0,0,49,234,57,60,15
e19cc7978426ddc9cc4750cd4d19a34b,448,198,3,360,0,2,214,182,900,282,0
5a4df7a2a1f3c0c0db928b1082c14ea1,65,98,0,76,0,0,20,100,58,44,0
9768b4a338c3f371f79928060e0faf51,33,18,0,13,0,0,5,10,26,7,0
c57eb58b5d9bb62822449143985b285f,155,75,44,49,0,3,41,107,130,94,5
81eda1422d0041fb98bb24da5a17fccb,131,41,3,27,3,2,27,54,91,74,2
f2395a04640c5e58dafb7a43d42f99d7,128,20,44,28,6,4,68,30,78,80,3
3b4a22365a97f8aef6f1e9dfa5ad4fcc,214,158,6,166,0,3,284,98,80,121,0
c9859aa5d749b6d2e74ca16903d792f1,134,29,2,11,0,0,104,14,141,89,0
2721883a2b4af04bdb995e3e78d70426,44,33,3,35,0,0,3,51,33,24,3
9682035e00a33066c8a20a5728864160,31,16,0,14,0,0,35,30,19,32,0
2268f4e3b669e69b3a863b134bf93ad0,13,15,0,2,0,0,3,20,13,11,0
4266f981f2c245a7fce86b0fa415cae6,17,11,0,4,0,0,9,3,30,14,0
548b9f02eb5f8d9c273fea608c89123c,39,11,0,18,0,0,10,22,32,22,0
a573e0e5cd07839bf04f73efeb94edc6,8,20,0,18,0,0,44,5,30,8,0
ab7dca7c56ab62bab49107c13b7e1bc8,40,0,0,0,6,0,12,0,44,34,0
ae88511b9e5c27f7d0817575963f6e29,53,0,3,0,0,0,19,0,34,44,0
0758746de870fac931a39b11205ea4f6,82,11,0,17,37,0,28,19,81,42,0
1b55637e241b7dcdf09de3408cf4a0fc,0,1,0,0,0,0,0,9,2,0,0
22436f090b3327aa9cc25a46c2614ab0,13,46,11,42,13,0,0,56,1,11,0
ef28e8fa565fbc33cede300e2cc4c520,14,102,4,75,0,2,6,140,19,14,0
d15dd680edf99e641830faeddc480abc,22,0,0,0,0,0,17,0,9,14,0
2dca81caa7e1886c0bd386ff62108db9,2,7,0,3,15,0,0,19,0,0,0
88ad73ff5b8581ef81c292dda3a7fabc,164,0,8,0,0,0,185,4,155,114,0
d47356b66c9be28618916070b1f80180,29,11,6,9,4,0,30,2,9,20,7
8dd2de3c5689e7045bef46a069c6b44e,41,25,0,32,0,0,15,28,20,26,0
c8b6105aadf87a6afa72a3ddb20a3265,0,4,0,5,0,0,0,2,0,0,0
a92e897782ca8cc6b9da539cb6a4176f,9,180,0,169,0,0,3,156,28,4,0
00490a68d06e75264954c83b76f77346,4,17,0,23,0,0,7,25,14,12,2
ea214c60bfc36111b6de1f3592410b79,14,8,0,21,0,0,19,10,16,13,0
84b12c5f4618dbf894915076b08799fa,9,9,0,14,3,0,5,11,19,3,0
cd0ba9724dda1bfd5c34346cff27533f,0,0,0,13,0,7,8,0,0,0,0
45a75b7a373e7061619148bdc0cd48fa,4,2,0,0,2,0,0,0,7,0,2
4e34142d35033306c8677c05d3183f1d,21,0,2,0,0,0,10,0,24,11,0
2d6e248a2b15c6587624f967e5c5e8f6,12,0,0,0,0,0,25,0,10,12,0
25dbbc91dd4c739873039ece738737a5,21,18,0,0,89,0,10,14,28,23,0
dd7882d0748edc387f01fe37782cab79,0,3,0,0,3,0,0,2,0,0,0
482b8f8756aaaac49619e391330d7fce,4,0,0,0,0,0,18,0,14,8,20
44585e66f2af08e85803b2e5689b1eeb,38,72,3,115,60,0,20,82,46,23,4
da729b44d015de37c4b1d27778f71a7c,3,5,0,3,0,0,0,4,0,2,0
43f0247fc01758c65914603bd7280102,3,7,0,2,21,0,0,11,2,0,2
ba2fbe98657be104e677ac8a87a57b40,0,0,0,12,0,6,3,0,2,0,0
b13958316047b7b85cbc2a79bb47cf90,0,0,16,0,0,0,3,0,0,0,30
8f44bb23d27e0e8e2ddac47f93a25ab9,0,0,0,0,0,0,6,0,2,0,15
6a42b69784c3100f86eb383085bb61b0,0,0,0,2,0,0,0,0,2,0,2
d9e4aea2cb4b37d94d113c747449d83d,7,1868,20,1744,0,14,3,2104,7,11,0
5bc5b089049f5e5e08a6853cc9a5128c,23,0,0,0,0,0,0,0,31,16,0
454bed12191b1035cb27f4b030b9d789,42,2,0,1,0,0,12,0,183,40,0
b0ab9b6f0a56b8707d181a7ba889b89c,6,16,0,11,0,0,0,7,0,1,0
ec9ed9b5acb1ccd3cdfd196b3632904c,3,2,3,0,0,3,0,0,3,0,0
d9099e07d6529ebc6f96ed500c2d245c,0,6,0,4,0,0,0,12,0,0,0
9eaa3f6f401466b381390d7803fdb48e,1,16,4,10,0,0,0,21,0,1,1
9de76593a352f0485ab552209ea38a3b,2,5,0,6,17,0,0,3,3,2,0
2363ef7459a5696a81b2a97fc71cfd10,10,0,0,8,30,0,4,0,1,5,0
9c84f3a63bb2ae197d33f6cf57d34377,13,0,0,3,3,0,4,4,8,4,0
5b239ea4225a1366ac283394a91ec211,34,13,0,10,2,0,13,5,36,25,0
05e5fd65c9186b5d17260e49ce648e3a,0,4,0,9,2,0,0,8,0,0,0
9f05e4992392a05c38e1c790e07f3e5c,0,0,2,0,5,0,2,0,0,0,0
1554443a4a45ad36acfd724663494a18,5,1,0,0,0,0,9,0,13,12,0
b472d29ebb2e4b918cf5f7e0d7b46ce9,9,5,0,0,5,0,7,0,6,4,0
a131ed51b0ab64ebb4a6435412609f28,3,5,0,3,5,0,4,5,7,8,0
adbdc5f804f4d01e74c42c674dcba9b6,7,0,0,0,5,0,0,0,8,3,0
a8f7a4c4fa926673d7a1b6e3bd4c8925,3,2,0,0,3,0,4,0,2,3,0
7d7a3b101eaf48e202447aa95e0b14e6,2,0,0,0,9,0,6,0,7,2,0
52ea162f982093e6b9b3bcdc2fc0b119,7,0,0,2,3,0,0,0,7,5,0
b2282677ff1ba19e9700383f454417bd,0,3,2,4,10,3,3,0,0,2,0
ff675a6f40de9d613de71146b7907972,505,0,0,0,0,0,170,0,625,323,14
3bbeeae15925a7bcdb68543db7f8866c,4,2,11,5,4,20,6,0,3,3,2
1dd0de0176ddf4ce0f0b8ab5fb4d5bde,2,2,0,0,5,2,0,3,3,0,2
793c5551e5eee756319c35a9a48a7edf,5,0,0,0,0,0,2,7,4,2,0
cccad67fb5ce1b4f76ed38e69a6c2556,25,0,0,0,0,0,4,0,23,21,0
fe43ad83d4000bf88eb91355b364fb6d,6,0,8,0,0,4,0,3,3,5,4
d0b31f04002e4af239c8d2457199f7a9,0,2,0,0,3,0,0,1,0,0,0
26fdedbab1c7064845c123af942ae31e,1,0,0,0,3,0,0,0,2,0,0
b233d3ce2bf6a5e3d5d7f63c20630953,7,0,0,0,0,0,0,0,5,3,0
e6d53e67eb96231b465269ad8c15fe3c,10,2,3,5,0,0,2,5,6,1,0
2f0e4b1ee62d7bb4e4e0ed5a7cfde987,6,0,0,0,3,0,2,0,11,4,0
e6d66ef7723698cd525484d0e4c18380,5,0,0,2,0,0,14,0,10,11,0
2f5eb6f271a73cdbef20ed231091afa0,0,2,0,10,0,0,1,0,3,1,0
0eff4a159799c2ae52bad4f4df877422,30,0,12,0,0,0,16,0,32,24,59
8d2547a20e383779a2ffd897c96a143b,4,2,0,2,0,0,2,2,4,4,0
f150715f8c0da2b4197c3827c4e0be8d,4,0,0,0,0,0,1,0,1,5,2
ec4de48aa12e4b53b324d22cc27c0536,3,7,0,3,0,0,14,2,2,0,0
bc6067b1afe34571025540460e72d29d,4,101,355,72,0,853,18,67,18,7,33
8ca7be8f3b4ca1584380b238c95d5115,0,0,22,2,0,0,1,0,0,0,0
90e670a067c704bc02d11b9496ac5985,2,4,25,5,0,0,0,4,8,1,4
f2007675458549f283542cdbb63102fb,3,8,35,8,0,0,23,0,2,1,0
6d4c68c448ac1c297664dbc521622ed1,0,0,19,2,0,2,0,0,0,0,0
2d4c72d1b9139a6ed7b93c0022cef084,0,0,2,0,0,0,3,0,0,1,0
798d35d9b0c3042cbab6145d6dc08167,4,0,12,0,0,0,9,0,10,2,28
6c45e57f4d8585abccca57ff5ff7a460,0,0,2,0,0,4,0,0,0,0,3
70d4bd4b7cc8521b6444979db401e840,0,0,7,0,0,0,0,1,0,1,0
4ab6d0e2e0ee88d321c369d28a4c9e95,0,0,12,3,0,4,0,0,0,0,0
e982b7aa8fc674b0773498a5ad443147,0,0,6,0,0,5,0,2,0,0,0
da8697eb400b09cebfb853db82e748a8,0,0,1,0,0,1,0,0,0,1,0
a8963ac84ae77f25bb2dadf59a7c5140,27,9,1,13,0,0,15,13,43,16,0
ffef108bee5d4a5106134ef216a6f970,8,0,0,0,0,0,25,2,13,9,0
fd8f763fed12a64191a617e199878844,6,0,0,0,0,0,2,0,0,1,0
763caca9d62b4de11811d7abc47a7274,2,0,0,0,0,0,6,0,0,0,1
44be4a73cb6fbe694ec6cbbdba4bd3b3,2,0,0,0,1,0,2,0,3,3,0
50df633fff4d218aacac58d53b1db346,0,49,2,40,0,0,0,18,0,2,0
d591655273fb3277ea21881cbe2b0133,54,63,18,42,0,19,45,43,53,28,27
97774b092493edfe2b8bf635a7240d32,54,20,2,19,2,0,35,12,51,47,0
7e64aaea62e4a62680fc152ce47e0530,14,0,0,0,0,0,4,0,15,9,0
76794ae5549a65cd6cad31fa595aeed3,0,0,3,1,1,0,0,0,0,0,0
ebfc21a299500a818bedec14ce34ace3,0,4,0,4,0,0,13,0,0,5,0
fc06a7c71344f823c3973a747b3d5c94,16,0,0,2,0,0,0,2,5,3,0
0a7b3001c4207b466629ee69ee4e7b4e,2,3,0,0,0,0,8,0,9,1,0
6f23815f614cf3d701f96b853b875f20,1,0,0,0,0,0,0,0,4,1,0
6e3f3b7d6e12a314a5b3733e251272f8,0,0,6,0,0,5,0,4,0,0,0
fe906e345f8cb66be5606e5ec7e110c7,1,3,0,1,0,0,0,0,0,0,0
c7be91174934fb93eb93e3d4c6357a11,2,2,0,0,3,0,0,0,0,4,0
71f28f9979764df3c37d9b1542a2eaad,13,0,0,0,0,0,3,0,14,15,0
cb8c197da2ac67158456f4df1aaf3246,0,8,0,18,0,0,0,13,0,0,0
26dba877e89ddba58458519d8f68a117,158,5,0,4,0,0,18,0,194,100,0
a0d6a3648d979bfae9bbbe31fac11c0a,0,17,0,4,0,0,2,4,2,10,0
ce4578e45a1162cd1b47c446dce31108,30,31,65,29,0,118,18,30,31,0,97
89586c9796df902ceccdf553df0cb0b6,8,0,0,0,0,0,11,0,5,2,0
138a7863c548a5da2e75b12374eaf3b1,2,0,4,0,0,0,2,2,3,4,2
8daee363bb729a897eba3699df2ae386,0,0,0,0,5,13,0,0,0,0,8
4b98a955c7b8ebdfd143162051b0b58e,0,20,0,22,0,2,0,21,0,0,0
29344ca25db16d687a36d7b76610a578,43,33,4,32,0,0,29,51,43,25,0
1b92acbeec319af5515634a91d59a0ae,0,38,0,24,0,0,0,23,0,0,0
df930223eb75d5d67fc7a0e395a059c4,0,0,0,2,0,0,3,0,17,8,0
249ed455e67354163ce1b6626abc66b6,12,0,0,0,0,0,0,0,18,7,0
e9446bef89ff11dc627266644757259a,0,0,29,10,28,0,0,0,0,0,0
8858dcbb4ae04e975df12a6635aabc30,4,3,0,13,0,0,5,4,7,0,0
cbdb85b28d1783507d937e69a557eb14,0,0,0,0,1,0,1,0,1,0,0
3f87fd1b5e486c0a49a3a95bc6324105,21,6,0,3,0,0,14,4,9,5,0
32d3013da6e3d46b638a04a97f93f894,8,0,0,0,5,0,0,0,3,0,0
232295c0879606eb7645066ffaac3000,0,2,0,4,0,0,0,1,0,0,0
fedbe412758ccf2f105c8a5c075da682,15,0,0,0,17,0,10,3,15,6,6
caed23321def83508bb0beb32bde80a5,2,0,0,0,2,36,0,0,0,0,30
bc7b375df9fa2382525d046048349b18,0,4,0,2,0,0,0,1,1,0,0
51d04f80dae7329d469a00a0ff8b6192,3,0,2,0,0,0,0,0,2,0,2
0f4fd8ca0baba8b2c8cdea467502a175,0,4,0,0,5,28,0,0,0,0,0
28433b538c9cbdb885d22d87535fb203,0,5,0,6,0,0,0,4,0,0,0
6a6798af9a24c35f994bc4dfe63f8b0a,0,3,0,10,0,0,0,16,0,0,0
082e6a3319b9ec02d2145c0aa271f098,1,0,0,0,1,0,0,0,2,0,0
acbf92f98739a21bb63fcf17d247a5dd,0,2,0,4,0,0,0,2,3,2,0
1cbb8a70bb5468666c51008ef87165ff,0,0,0,0,0,0,2,0,6,1,0
80bf63a27c8a147b006a6ae32b76c687,0,3,2,0,0,0,0,0,0,2,0
cf6913cae8f5628ed88092605839e679,0,12,68,22,0,0,0,7,16,4,0
0b3982a80cc6ea855d9c4ab8b1ec7e13,0,0,14,5,0,0,6,0,0,4,0
2704dec7c47e9260651dd8162d7b96d6,0,0,25,3,0,0,9,0,2,0,0
aae99b9ff7d9507ca8004bcbcae322f9,1,0,0,0,25,0,0,0,2,1,0
e97aab4267d3f0f5efe6d4e7eb289a8a,5,0,0,0,5,0,2,0,0,3,0
18985e72f723ffa08412ab24691b9d7a,0,2,0,2,5,0,0,2,0,0,0
1210544d2169882998a0671f7aa2277b,2,3,20,0,0,0,5,5,0,0,0
03a3573c16ff78b710f062ee1be0c35b,14,0,0,0,0,0,5,0,19,0,0
dbf51da224796c8fe00989e7f74de026,0,0,15,0,8,0,0,0,8,0,0
93fd2803a6a02d42ad9ae74b1148a330,0,2,5,3,0,0,0,0,0,0,0
90ecbb46ad248a6dfef5e5f74ed3bb82,0,0,22,0,0,41,0,3,10,2,40
2d5ed631ecf472e9fcd9014e035566b5,12,0,1,0,0,0,65,0,25,0,58
951d5bcc33d07846c19408e69c57bff3,6,5,28,8,0,0,10,0,12,6,0
17c557e2c754ec64a949d2d550560a46,6,0,0,0,0,0,0,1,0,3,0
69ff7aa2d9f593ef7de071dcbee655a3,3,0,0,0,0,0,0,0,5,5,0
0cf2c77fed32b8ce508bed4547f82843,3,0,3,0,0,0,0,2,0,2,0
5c15f82a5b802e44f9f73abed6826d42,3,0,0,0,0,0,0,0,3,0,4
896b655dc2aa97f689c337a3816b62b9,3,0,0,0,0,0,4,0,0,1,1
dad5c5b2f30c4a3a7a76d1a1debece73,2,10,0,11,0,0,0,0,0,0,0
b76213635e786b2d1306b4b481461d59,2,2,0,3,0,5,6,0,0,0,0
f577c87666ebcbdc5581bf71325080c3,2,0,0,0,0,0,0,0,3,9,0
390104a2eeecd56303929ce32c298189,2,4,0,2,0,0,0,3,2,0,0
b95d6c9dc7e969b65afdd800be747a04,2,0,0,11,6,0,3,1,0,0,0
3821052eb9ee876aed34dd0368e5b749,2,3,0,0,0,0,0,0,3,0,0
7901b428dd15bcafb92c0d7d52fa7fd8,2,0,0,0,0,8,5,0,0,0,0
4a4b7d4e629d5e324fceb0530612b40d,1,4,0,5,0,0,0,0,3,0,0
51ed64601fc1ce7488aeebfe83cd26ce,1,0,12,5,0,0,4,0,4,1,0
b3bdef4a3895137d7cf369bd9738c090,0,0,0,0,0,0,2,2,1,0,0
0219321fa2c11f483b6a4b682a8938b8,0,1,0,2,0,0,0,0,1,0,0
73a0869b845bc61ebf4e78ce1b1fa313,0,2,4,0,0,68,1,0,0,0,0
bf0e100800c6a000166aff094080a004,0,9,1,4,0,8,0,0,0,0,0
e399b9abbbd52504f9c9ab8ea36baa7f,0,19,0,39,3,0,0,3,13,7,0
c7c202314151d228606f5c3560117ddb,0,16,0,24,0,3,0,4,0,0,0
44e044f054451e0955ce6ea87735c6a7,0,8,0,6,0,0,0,9,0,0,0
16e6fedcd7449639ba24262657e21559,0,6,52,0,0,0,0,10,0,0,0
baee3b40e09a7909a3fe06542992aa7d,0,6,0,4,0,0,0,4,0,0,0
5cc039109d38ef1876d65f72a211779c,0,5,0,0,0,0,2,0,3,0,0
62febcf1d484e22876c993232aa8e292,0,5,1,3,0,0,0,0,1,0,0
c05d7dc0dd5e9752dcab0807db6c6a6d,0,4,21,0,0,0,8,0,11,0,0
59e97535e01b477761edf0fe8cf97749,0,4,0,8,0,0,0,3,0,0,0
a4442e5e051e301a9a74d6c027af6a3e,0,3,5,0,0,0,0,3,0,0,0
dbf4a739bbe6b3335e7bf5b3fe6fe00e,0,2,0,5,0,0,0,0,0,2,0
f1aa84ba49e04017d404685ee62ccea3,0,0,0,0,0,23,1,4,4,0,26
aba3af4300bf1976b576c44d170cf3e6,0,0,9,3,0,0,1,1,0,0,0
585d6a0abaff87e5ceac160d34bb29c9,0,0,10,4,0,0,0,0,3,0,0
13c4306b88b6a5ea27f87695dda97186,0,0,4,4,0,4,0,0,0,0,0
a4fa8e4dd6a8f9141e018110b476f9ec,0,0,0,0,0,0,2,2,0,7,0
27ad73d072966699f5e5c726859cc2b1,0,0,0,2,0,9,0,0,0,0,18