,metadata,feature,value,coef,stderr,N,N.not.0,pval,qval,Site
NA.131,NA,028e2c1b650e2e2b5847154a153e0166,NA,0,NA,NA,NA,NA,100,Cecum
2411,Type,f5fb42e8863737981eb6e04a3de22e29,Mucosal,-0.242193859,0.11120693,95,95,0.034524517,0.161966907,Cecum
2611,Type,49e9cee41713f4c00f8b171ecaff09b5,Mucosal,-0.287954481,0.136478486,95,69,0.040264656,0.174819962,Cecum
NA.211,NA,eca7ea65dbc52bdbc9ade7f98e109a1e,NA,0,NA,NA,NA,NA,100,Cecum
2311,Type,37e0f2e7c7ab2a2f738b92a61085aec0,Mucosal,-0.219815009,0.099328902,95,78,0.031929694,0.154251903,Cecum
711,Type,6d5171bbc6ef97262119e6d152d82164,Mucosal,1.266960934,0.291465173,95,37,7.46E-05,0.001598328,Cecum
4511,Type,a5641950b2a3a47827849d91242f0ead,Mucosal,-0.05246404,0.13217761,95,92,0.693266082,0.871936666,Cecum
2111,Type,235c319ab46f87d377a28a34ba10bfa1,Mucosal,-0.231702619,0.103574032,95,93,0.030140283,0.152031133,Cecum
411,Type,b3111baca54677926264de26b4a9bf7a,Mucosal,-0.142142173,0.139497423,95,68,0.313601465,0.578308078,Cecum
NA.311,NA,a30dd65fa0f17c9ffe88b70cc66d024b,NA,0,NA,NA,NA,NA,100,Cecum
1611,Type,5ae5ad642b9c2cc68c4fc59e4902ff63,Mucosal,-0.401232146,0.137867447,95,91,0.005569113,0.047755141,Cecum
NA.511,NA,2ce5f984c303607afe63f839e492f57b,NA,0,NA,NA,NA,NA,100,Cecum
1911,Type,292a57429f3bed0adc53c07dc4c62c9f,Mucosal,0.326138821,0.143173804,95,76,0.027429059,0.147002612,Cecum
332,Type,762fd96b2d1336974fba68fedd33fefa,Mucosal,0.226641467,0.162170669,95,80,0.168894195,0.415032602,Cecum
NA.611,NA,861fb4882b4c65b68e5998bb89ad59e8,NA,0,NA,NA,NA,NA,100,Cecum
3811,Type,76d6be90e19a660c9a84b35fa31d801c,Mucosal,-0.170261674,0.144766837,95,94,0.24557526,0.504385116,Cecum
2011,Type,6f0b4058c92e83c77533a218739a0e38,Mucosal,0.610704971,0.270882402,95,18,0.028871546,0.150044549,Cecum
1211,Type,a172874a13d3e6df1391f0797d95d6bc,Mucosal,-0.395506543,0.10715197,95,61,0.000585831,0.008736526,Cecum
1101,Type,bbf6f74f140636ff3f33ef2bc3d892a3,Mucosal,-0.659281659,0.097301496,95,66,2.05E-08,3.51E-06,Cecum
1311,Type,c8433912bf1d2d7d9dd177739211ae41,Mucosal,-0.523824624,0.150504502,95,73,0.001095973,0.014458418,Cecum
341,Type,f0deb5bac19f248fce27d93d918d3464,Mucosal,-0.158611422,0.117550111,95,10,0.183741268,0.425832803,Cecum
391,Type,2f65298490e0fe48b880145471ec54eb,Mucosal,-0.194631192,0.167258221,95,95,0.250830007,0.50908102,Cecum
NA.711,NA,f7040b791e2687141adc7be4ad81afd4,NA,0,NA,NA,NA,NA,100,Cecum
4611,Type,f5bf4e20e8a4c371b702c2cf491f56e8,Mucosal,-0.077435009,0.271758915,95,49,0.776950759,0.904316835,Cecum
1111,Type,204736c3bd4a4c1f840e9fc99a5155d2,Mucosal,0.588013423,0.151164023,95,69,0.000317595,0.005187381,Cecum
2711,Type,b92f84c206887ecd667f142dd3606ac3,Mucosal,-0.218096741,0.109429491,95,78,0.05213,0.210359882,Cecum
401,Type,89c209abd89a5232343a4c87c93cb4ea,Mucosal,-0.307622706,0.271175491,95,15,0.262417064,0.523308447,Cecum
1711,Type,eee9bab26577ab7978a3c7bb4a082922,Mucosal,-0.487286863,0.201051472,95,24,0.019353478,0.116460405,Cecum
811,Type,178d4eb06bd14fca2d3c300f9f05e384,Mucosal,0.545629763,0.125016992,95,88,7.02E-05,0.001598328,Cecum
471,Type,9ff8565480eb4d1ae1feec02a0dfce35,Mucosal,-0.047764098,0.28654736,95,75,0.868338852,0.948702204,Cecum
361,Type,ad4e760fa406db6470c29766422a47d2,Mucosal,-0.85863917,0.13927035,95,82,1.52E-07,1.29E-05,Cecum
511,Type,87ab9c664033e00f6b64f2afc71a6d90,Mucosal,-0.62612327,0.112634158,95,17,1.26E-06,6.19E-05,Cecum
911,Type,6f06d4c3412c12274598b1a4bc468d3a,Mucosal,1.562616463,0.401265851,95,10,0.000192782,0.003673575,Cecum
1011,Type,48082d1ff66a9207ede6bf05e9846d6e,Mucosal,-0.489975018,0.122490522,95,93,0.000226866,0.003900688,Cecum
1411,Type,5167710b7280856d9e512a4f58068687,Mucosal,0.592581435,0.18909959,95,17,0.00299421,0.031280103,Cecum
4411,Type,2e11ee45d4ccab0775222da825d3bd42,Mucosal,0.039906525,0.087218283,95,91,0.649428381,0.860053801,Cecum
NA.811,NA,dcd0c235615b718f89bb8cc76b5a627f,NA,0,NA,NA,NA,NA,100,Cecum
NA.911,NA,9558d82710beac18e454f983c9db7cca,NA,0,NA,NA,NA,NA,100,Cecum
NA.1011,NA,cb48af0355580e3a4cfe6d22f05b6b14,NA,0,NA,NA,NA,NA,100,Cecum
371,Type,e8ed0e081283c5963ce9860944f651c6,Mucosal,0.175664665,0.143752523,95,88,0.227850965,0.488455507,Cecum
1811,Type,7186c67c129c329bce7d6c988267b231,Mucosal,-0.291350491,0.124454825,95,43,0.023620689,0.13281797,Cecum
311,Type,46864a6aa122ecb439eb59a3c0542ee6,Mucosal,0.217085326,0.142034451,95,88,0.133108918,0.359498887,Cecum
2511,Type,1e65ef9ba16ebcd3b8413c31e58cada1,Mucosal,0.344527985,0.161155351,95,83,0.037802923,0.168652722,Cecum
2911,Type,f9130f059b9380b9961aef118b3a529e,Mucosal,-0.173751647,0.08900818,95,91,0.056993851,0.219833502,Cecum
3511,Type,f745d265f36ea7eac26d97280e690796,Mucosal,0.317408981,0.247265111,95,16,0.205578901,0.448000539,Cecum
NA.1111,NA,5adc2daa2981bc07e21b14d53496ff67,NA,0,NA,NA,NA,NA,100,Cecum
2811,Type,fbbeae3dceada6928b2cdc472f5d9901,Mucosal,-0.52391052,0.265106109,95,35,0.054035461,0.215513526,Cecum
103,Type,4c8288bfbd76958c0c094d87b97650f8,Mucosal,2.321499427,0.444130757,95,41,1.17E-06,3.34E-05,Proximal_Colon
73,Type,c42634f8d1aad4956aa9638465e86565,Mucosal,-1.0628771,0.160846305,95,94,3.59E-08,1.37E-06,Proximal_Colon
NA3,NA,b3ef12a80d40902556c2fd4de5924438,NA,0,NA,NA,NA,NA,100,Proximal_Colon
93,Type,3bffd5a2b1cf48b46d1e51628c3551fc,Mucosal,-0.76004282,0.130149437,95,39,5.03E-07,1.57E-05,Proximal_Colon
373,Type,028e2c1b650e2e2b5847154a153e0166,Mucosal,0.625767271,0.281542378,95,10,0.031081836,0.131618147,Proximal_Colon
432,Type,f5fb42e8863737981eb6e04a3de22e29,Mucosal,0.115287913,0.116524954,95,94,0.327630948,0.620869698,Proximal_Colon
482,Type,49e9cee41713f4c00f8b171ecaff09b5,Mucosal,0.021104677,0.111578492,95,75,0.850794871,0.967618789,Proximal_Colon
NA.16,NA,eca7ea65dbc52bdbc9ade7f98e109a1e,NA,0,NA,NA,NA,NA,100,Proximal_Colon
133,Type,37e0f2e7c7ab2a2f738b92a61085aec0,Mucosal,0.410671725,0.083175763,95,78,1.06E-05,0.000213667,Proximal_Colon
393,Type,6d5171bbc6ef97262119e6d152d82164,Mucosal,-0.353484645,0.206134986,95,22,0.092982251,0.289935565,Proximal_Colon
353,Type,a5641950b2a3a47827849d91242f0ead,Mucosal,0.252852163,0.109893555,95,92,0.025944884,0.117093358,Proximal_Colon
63,Type,235c319ab46f87d377a28a34ba10bfa1,Mucosal,-0.621831943,0.093129677,95,94,3.00E-08,1.29E-06,Proximal_Colon
313,Type,b3111baca54677926264de26b4a9bf7a,Mucosal,0.455597783,0.180342911,95,71,0.014999996,0.07349998,Proximal_Colon
NA.23,NA,a30dd65fa0f17c9ffe88b70cc66d024b,NA,0,NA,NA,NA,NA,100,Proximal_Colon
342,Type,5ae5ad642b9c2cc68c4fc59e4902ff63,Mucosal,0.384650505,0.158762735,95,90,0.019347825,0.088484054,Proximal_Colon
NA.43,NA,2ce5f984c303607afe63f839e492f57b,NA,0,NA,NA,NA,NA,100,Proximal_Colon
53,Type,292a57429f3bed0adc53c07dc4c62c9f,Mucosal,0.979289936,0.133525656,95,79,2.73E-09,1.87E-07,Proximal_Colon
333,Type,762fd96b2d1336974fba68fedd33fefa,Mucosal,-0.396392991,0.160296481,95,74,0.017504842,0.08224878,Proximal_Colon
NA.53,NA,861fb4882b4c65b68e5998bb89ad59e8,NA,0,NA,NA,NA,NA,100,Proximal_Colon
NA.63,NA,76d6be90e19a660c9a84b35fa31d801c,NA,0,NA,NA,NA,NA,100,Proximal_Colon
413,Type,6f0b4058c92e83c77533a218739a0e38,Mucosal,0.273981824,0.238089545,95,13,0.25565432,0.569146923,Proximal_Colon
263,Type,a172874a13d3e6df1391f0797d95d6bc,Mucosal,-0.341829957,0.107194277,95,64,0.002572088,0.019178827,Proximal_Colon
414,Type,bbf6f74f140636ff3f33ef2bc3d892a3,Mucosal,-0.820801796,0.107824146,95,62,1.10E-09,9.43E-08,Proximal_Colon
492,Type,c8433912bf1d2d7d9dd177739211ae41,Mucosal,-0.00568769,0.178983031,95,72,0.97478735,0.993868977,Proximal_Colon
NA.73,NA,f0deb5bac19f248fce27d93d918d3464,NA,0,NA,NA,NA,NA,100,Proximal_Colon
143,Type,2f65298490e0fe48b880145471ec54eb,Mucosal,-0.904538289,0.184810808,95,95,1.39E-05,0.000264274,Proximal_Colon
233,Type,f7040b791e2687141adc7be4ad81afd4,Mucosal,0.393240679,0.112253006,95,68,0.001025257,0.010989476,Proximal_Colon
273,Type,f5bf4e20e8a4c371b702c2cf491f56e8,Mucosal,0.601963437,0.195392383,95,50,0.003481935,0.023679987,Proximal_Colon
283,Type,204736c3bd4a4c1f840e9fc99a5155d2,Mucosal,0.499075516,0.162722424,95,56,0.00358296,0.023679987,Proximal_Colon
214,Type,b92f84c206887ecd667f142dd3606ac3,Mucosal,-1.070522994,0.127558617,95,68,7.86E-13,1.35E-10,Proximal_Colon
183,Type,89c209abd89a5232343a4c87c93cb4ea,Mucosal,-1.046836237,0.247138599,95,13,0.000105049,0.001566607,Proximal_Colon
253,Type,eee9bab26577ab7978a3c7bb4a082922,Mucosal,-0.928911215,0.271270834,95,22,0.001292744,0.012316978,Proximal_Colon
423,Type,178d4eb06bd14fca2d3c300f9f05e384,Mucosal,0.100591946,0.096016122,95,88,0.300272234,0.600868236,Proximal_Colon
293,Type,9ff8565480eb4d1ae1feec02a0dfce35,Mucosal,-0.693740713,0.242844403,95,82,0.006395248,0.037799071,Proximal_Colon
193,Type,ad4e760fa406db6470c29766422a47d2,Mucosal,-0.6669131,0.164734184,95,76,0.000192163,0.002746324,Proximal_Colon
243,Type,87ab9c664033e00f6b64f2afc71a6d90,Mucosal,-0.351395797,0.102371545,95,10,0.001291136,0.012316978,Proximal_Colon
453,Type,6f06d4c3412c12274598b1a4bc468d3a,Mucosal,0.166879154,0.304357564,95,11,0.586085988,0.81409846,Proximal_Colon
114,Type,48082d1ff66a9207ede6bf05e9846d6e,Mucosal,-1.070856229,0.089503074,95,93,2.21E-15,7.58E-13,Proximal_Colon
173,Type,5167710b7280856d9e512a4f58068687,Mucosal,0.888974957,0.20518282,95,30,7.92E-05,0.001293192,Proximal_Colon
314,Type,2e11ee45d4ccab0775222da825d3bd42,Mucosal,0.784286279,0.098954515,95,91,3.58E-10,4.10E-08,Proximal_Colon
83,Type,dcd0c235615b718f89bb8cc76b5a627f,Mucosal,-0.848050638,0.139902445,95,93,2.44E-07,8.38E-06,Proximal_Colon
115,Type,9558d82710beac18e454f983c9db7cca,Mucosal,0.439260353,0.084356299,95,93,4.25E-06,0.000104073,Proximal_Colon
123,Type,cb48af0355580e3a4cfe6d22f05b6b14,Mucosal,0.584083365,0.113111177,95,95,4.89E-06,0.000111785,Proximal_Colon
153,Type,e8ed0e081283c5963ce9860944f651c6,Mucosal,0.535934163,0.120556881,95,89,5.52E-05,0.000995944,Proximal_Colon
163,Type,7186c67c129c329bce7d6c988267b231,Mucosal,0.467458874,0.111568789,95,44,6.67E-05,0.00114475,Proximal_Colon
203,Type,46864a6aa122ecb439eb59a3c0542ee6,Mucosal,0.547774249,0.140036467,95,86,0.000294407,0.00398542,Proximal_Colon
223,Type,1e65ef9ba16ebcd3b8413c31e58cada1,Mucosal,0.426626785,0.117921054,95,89,0.000729024,0.008066296,Proximal_Colon
463,Type,f9130f059b9380b9961aef118b3a529e,Mucosal,-0.038737116,0.097062659,95,92,0.691643037,0.866314019,Proximal_Colon
472,Type,f745d265f36ea7eac26d97280e690796,Mucosal,-0.08358644,0.269348913,95,15,0.757692201,0.905534581,Proximal_Colon
NA.103,NA,5adc2daa2981bc07e21b14d53496ff67,NA,0,NA,NA,NA,NA,100,Proximal_Colon
443,Type,fbbeae3dceada6928b2cdc472f5d9901,Mucosal,-0.340783364,0.358428008,95,36,0.346578727,0.640184951,Proximal_Colon
1102,Type,4c8288bfbd76958c0c094d87b97650f8,Mucosal,4.605329181,0.424976777,89,49,1.98E-17,6.94E-15,Distal_Colon
2712,Type,c42634f8d1aad4956aa9638465e86565,Mucosal,-0.618792935,0.263769829,89,88,0.023428247,0.110809278,Distal_Colon
2102,Type,b3ef12a80d40902556c2fd4de5924438,Mucosal,-1.182028937,0.151600664,89,9,7.98E-10,9.31E-08,Distal_Colon
612,Type,3bffd5a2b1cf48b46d1e51628c3551fc,Mucosal,-0.917178175,0.155597225,89,38,4.56E-07,1.96E-05,Distal_Colon
712,Type,028e2c1b650e2e2b5847154a153e0166,Mucosal,2.106136286,0.365586896,89,23,7.35E-07,2.57E-05,Distal_Colon
4211,Type,f5fb42e8863737981eb6e04a3de22e29,Mucosal,-0.19390273,0.218433695,89,84,0.377332611,0.683012419,Distal_Colon
1812,Type,49e9cee41713f4c00f8b171ecaff09b5,Mucosal,-0.526674053,0.145053335,89,51,0.00072226,0.008154545,Distal_Colon
NA12,NA,eca7ea65dbc52bdbc9ade7f98e109a1e,NA,0,NA,NA,NA,NA,100,Distal_Colon
323,Type,37e0f2e7c7ab2a2f738b92a61085aec0,Mucosal,-0.179364026,0.105058829,89,63,0.09536312,0.303428111,Distal_Colon
2612,Type,6d5171bbc6ef97262119e6d152d82164,Mucosal,0.613009101,0.248834447,89,39,0.017834294,0.092860928,Distal_Colon
1312,Type,a5641950b2a3a47827849d91242f0ead,Mucosal,-0.557214962,0.136626415,89,82,0.00018782,0.003286856,Distal_Colon
1912,Type,235c319ab46f87d377a28a34ba10bfa1,Mucosal,-0.661279181,0.202265355,89,83,0.002100942,0.022067414,Distal_Colon
3711,Type,b3111baca54677926264de26b4a9bf7a,Mucosal,-0.151211186,0.129758852,89,59,0.251043921,0.569712035,Distal_Colon
NA.113,NA,a30dd65fa0f17c9ffe88b70cc66d024b,NA,0,NA,NA,NA,NA,100,Distal_Colon
3911,Type,5ae5ad642b9c2cc68c4fc59e4902ff63,Mucosal,-0.276671754,0.243457298,89,83,0.262253104,0.58094042,Distal_Colon
NA.312,NA,2ce5f984c303607afe63f839e492f57b,NA,0,NA,NA,NA,NA,100,Distal_Colon
50,Type,292a57429f3bed0adc53c07dc4c62c9f,Mucosal,-0.007426598,0.159984936,89,50,0.963253896,0.981077733,Distal_Colon
383,Type,762fd96b2d1336974fba68fedd33fefa,Mucosal,0.300536493,0.261886558,89,73,0.258198463,0.579291423,Distal_Colon
NA.412,NA,861fb4882b4c65b68e5998bb89ad59e8,NA,0,NA,NA,NA,NA,100,Distal_Colon
3512,Type,76d6be90e19a660c9a84b35fa31d801c,Mucosal,-0.284268506,0.184347283,89,88,0.12998825,0.37599907,Distal_Colon
1112,Type,6f0b4058c92e83c77533a218739a0e38,Mucosal,1.403570149,0.332032915,89,22,0.000115447,0.00237686,Distal_Colon
1012,Type,a172874a13d3e6df1391f0797d95d6bc,Mucosal,-0.833902167,0.157690959,89,53,8.04E-06,0.000216523,Distal_Colon
912,Type,bbf6f74f140636ff3f33ef2bc3d892a3,Mucosal,-0.788573713,0.149240168,89,63,5.19E-06,0.000156239,Distal_Colon
1612,Type,c8433912bf1d2d7d9dd177739211ae41,Mucosal,-0.685357192,0.181082563,89,65,0.000476658,0.006191222,Distal_Colon
1712,Type,f0deb5bac19f248fce27d93d918d3464,Mucosal,-0.68268832,0.185594411,89,11,0.000627069,0.007568078,Distal_Colon
2112,Type,2f65298490e0fe48b880145471ec54eb,Mucosal,-0.723815295,0.252095521,89,88,0.006285146,0.049912162,Distal_Colon
3311,Type,f7040b791e2687141adc7be4ad81afd4,Mucosal,-0.255287322,0.149227294,89,60,0.093993702,0.303428111,Distal_Colon
4311,Type,f5bf4e20e8a4c371b702c2cf491f56e8,Mucosal,0.196926011,0.224649638,89,38,0.385821383,0.688966755,Distal_Colon
3411,Type,204736c3bd4a4c1f840e9fc99a5155d2,Mucosal,0.242120267,0.151039167,89,25,0.117828186,0.35247748,Distal_Colon
1512,Type,b92f84c206887ecd667f142dd3606ac3,Mucosal,-0.740767887,0.186403204,89,70,0.00025214,0.004011317,Distal_Colon
491,Type,89c209abd89a5232343a4c87c93cb4ea,Mucosal,0.020073855,0.277396857,89,27,0.942668772,0.981077733,Distal_Colon
4512,Type,eee9bab26577ab7978a3c7bb4a082922,Mucosal,-0.203756104,0.26278741,89,37,0.442764826,0.745385373,Distal_Colon
2812,Type,178d4eb06bd14fca2d3c300f9f05e384,Mucosal,-0.311992309,0.134727622,89,82,0.025408762,0.118574224,Distal_Colon
4711,Type,9ff8565480eb4d1ae1feec02a0dfce35,Mucosal,-0.058147648,0.27555119,89,81,0.833944732,0.947664468,Distal_Colon
362,Type,ad4e760fa406db6470c29766422a47d2,Mucosal,-1.402392321,0.200522391,89,74,6.94E-10,9.31E-08,Distal_Colon
4101,Type,87ab9c664033e00f6b64f2afc71a6d90,Mucosal,-1.208492975,0.163252178,89,13,2.75E-09,2.41E-07,Distal_Colon
2312,Type,6f06d4c3412c12274598b1a4bc468d3a,Mucosal,1.182644741,0.441272849,89,11,0.00891417,0.063672644,Distal_Colon
512,Type,48082d1ff66a9207ede6bf05e9846d6e,Mucosal,-1.077489545,0.156179014,89,86,1.56E-08,9.13E-07,Distal_Colon
NA.712,NA,5167710b7280856d9e512a4f58068687,NA,0,NA,NA,NA,NA,100,Distal_Colon
402,Type,2e11ee45d4ccab0775222da825d3bd42,Mucosal,-0.169610801,0.160907032,89,80,0.297808519,0.626344994,Distal_Colon
NA.812,NA,dcd0c235615b718f89bb8cc76b5a627f,NA,0,NA,NA,NA,NA,100,Distal_Colon
NA.912,NA,9558d82710beac18e454f983c9db7cca,NA,0,NA,NA,NA,NA,100,Distal_Colon
4612,Type,cb48af0355580e3a4cfe6d22f05b6b14,Mucosal,0.133666632,0.228863589,89,86,0.562146566,0.809676124,Distal_Colon
4111,Type,e8ed0e081283c5963ce9860944f651c6,Mucosal,-0.14338304,0.155455362,89,78,0.361470308,0.680995471,Distal_Colon
2912,Type,7186c67c129c329bce7d6c988267b231,Mucosal,0.217483116,0.09514822,89,20,0.027507371,0.126678682,Distal_Colon
4811,Type,46864a6aa122ecb439eb59a3c0542ee6,Mucosal,-0.014170005,0.133689103,89,73,0.916112919,0.977559517,Distal_Colon
4412,Type,1e65ef9ba16ebcd3b8413c31e58cada1,Mucosal,0.143997869,0.177196406,89,79,0.420600983,0.725174109,Distal_Colon
812,Type,f9130f059b9380b9961aef118b3a529e,Mucosal,-0.636024786,0.122443038,89,81,5.36E-06,0.000156239,Distal_Colon
1212,Type,f745d265f36ea7eac26d97280e690796,Mucosal,1.612996057,0.391205078,89,38,0.000166091,0.003229545,Distal_Colon
1412,Type,5adc2daa2981bc07e21b14d53496ff67,Mucosal,1.475204121,0.375990341,89,14,0.000182025,0.003286856,Distal_Colon
2012,Type,fbbeae3dceada6928b2cdc472f5d9901,Mucosal,1.427994852,0.477178872,89,42,0.004441984,0.037234038,Distal_Colon
